Header	RF	SVM
>Sequence6901	0.45	0.159
>Sequence6902	0.4	0.767
>Sequence6903	0.4	0.802
>Sequence6904	0.55	0.837
>Sequence6905	0.4	0.638
>Sequence6906	0.5	0.127
>Sequence6907	0.45	0.192
>Sequence6908	0.45	0.196
>Sequence6909	0.4	0.236
>Sequence6910	0.5	0.356
>Sequence6911	0.45	0.715
>Sequence6912	0.45	0.737
>Sequence6913	0.45	0.135
>Sequence6914	0.45	0.772
>Sequence6915	0.45	0.219
>Sequence6916	0.45	0.719
>Sequence6917	0.35	0.577
>Sequence6918	0.5	0.764
>Sequence6919	0.55	0.674
>Sequence6920	0.3	0.501
>Sequence6921	0.55	0.701
>Sequence6922	0.4	0.649
>Sequence6923	0.4	0.19
>Sequence6924	0.4	0.243
>Sequence6925	0.45	0.13
>Sequence6926	0.5	0.539
>Sequence6927	0.55	0.824
>Sequence6928	0.55	0.838
>Sequence6929	0.25	0.373
>Sequence6930	0.4	0.381
>Sequence6931	0.55	0.217
>Sequence6932	0.45	0.812
>Sequence6933	0.45	0.759
>Sequence6934	0.5	0.783
>Sequence6935	0.4	0.205
>Sequence6936	0.35	0.635
>Sequence6937	0.4	0.236
>Sequence6938	0.4	0.807
>Sequence6939	0.4	0.761
>Sequence6940	0.45	0.28
>Sequence6941	0.5	0.295
>Sequence6942	0.4	0.731
>Sequence6943	0.3	0.491
>Sequence6944	0.45	0.269
>Sequence6945	0.25	0.707
>Sequence6946	0.45	0.184
>Sequence6947	0.55	0.293
>Sequence6948	0.4	0.163
>Sequence6949	0.5	0.175
>Sequence6950	0.45	0.56
>Sequence6951	0.35	0.402
>Sequence6952	0.5	0.246
>Sequence6953	0.55	0.307
>Sequence6954	0.45	0.616
>Sequence6955	0.5	0.293
>Sequence6956	0.5	0.432
>Sequence6957	0.5	0.828
>Sequence6958	0.45	0.332
>Sequence6959	0.55	0.343
>Sequence6960	0.35	0.273
>Sequence6961	0.45	0.682
>Sequence6962	0.35	0.691
>Sequence6963	0.35	0.262
>Sequence6964	0.55	0.206
>Sequence6965	0.35	0.368
>Sequence6966	0.35	0.676
>Sequence6967	0.4	0.2
>Sequence6968	0.45	0.319
>Sequence6969	0.55	0.285
>Sequence6970	0.45	0.338
>Sequence6971	0.5	0.682
>Sequence6972	0.4	0.051
>Sequence6973	0.4	0.355
>Sequence6974	0.4	0.326
>Sequence6975	0.55	0.141
>Sequence6976	0.5	0.678
>Sequence6977	0.45	0.512
>Sequence6978	0.55	0.843
>Sequence6979	0.35	0.274
>Sequence6980	0.35	0.617
>Sequence6981	0.5	0.25
>Sequence6982	0.5	0.732
>Sequence6983	0.4	0.579
>Sequence6984	0.45	0.24
>Sequence6985	0.4	0.682
>Sequence6986	0.45	0.638
>Sequence6987	0.55	0.327
>Sequence6988	0.45	0.77
>Sequence6989	0.6	0.155
>Sequence6990	0.35	0.344
>Sequence6991	0.45	0.665
>Sequence6992	0.45	0.82
>Sequence6993	0.35	0.654
>Sequence6994	0.55	0.597
>Sequence6995	0.4	0.184
>Sequence6996	0.45	0.729
>Sequence6997	0.35	0.292
>Sequence6998	0.45	0.534
>Sequence6999	0.4	0.646
>Sequence7000	0.4	0.31
