Header	RF	SVM
>Sequence19501	0.4	0.703
>Sequence19502	0.55	0.841
>Sequence19503	0.2	0.122
>Sequence19504	0.55	0.199
>Sequence19505	0.55	0.692
>Sequence19506	0.6	0.349
>Sequence19507	0.4	0.331
>Sequence19508	0.45	0.223
>Sequence19509	0.5	0.279
>Sequence19510	0.5	0.418
>Sequence19511	0.45	0.684
>Sequence19512	0.4	0.717
>Sequence19513	0.3	0.458
>Sequence19514	0.45	0.704
>Sequence19515	0.45	0.565
>Sequence19516	0.55	0.38
>Sequence19517	0.35	0.285
>Sequence19518	0.55	0.288
>Sequence19519	0.5	0.549
>Sequence19520	0.35	0.265
>Sequence19521	0.45	0.832
>Sequence19522	0.55	0.168
>Sequence19523	0.35	0.801
>Sequence19524	0.4	0.722
>Sequence19525	0.45	0.517
>Sequence19526	0.4	0.524
>Sequence19527	0.45	0.109
>Sequence19528	0.45	0.474
>Sequence19529	0.45	0.648
>Sequence19530	0.35	0.784
>Sequence19531	0.25	0.555
>Sequence19532	0.3	0.52
>Sequence19533	0.45	0.693
>Sequence19534	0.5	0.081
>Sequence19535	0.35	0.692
>Sequence19536	0.5	0.64
>Sequence19537	0.45	0.488
>Sequence19538	0.55	0.315
>Sequence19539	0.65	0.323
>Sequence19540	0.45	0.716
>Sequence19541	0.5	0.254
>Sequence19542	0.35	0.254
>Sequence19543	0.3	0.512
>Sequence19544	0.35	0.285
>Sequence19545	0.45	0.461
>Sequence19546	0.45	0.679
>Sequence19547	0.4	0.31
>Sequence19548	0.5	0.058
>Sequence19549	0.4	0.8
>Sequence19550	0.45	0.738
>Sequence19551	0.45	0.604
>Sequence19552	0.45	0.759
>Sequence19553	0.5	0.561
>Sequence19554	0.35	0.424
>Sequence19555	0.35	0.179
>Sequence19556	0.45	0.455
>Sequence19557	0.5	0.752
>Sequence19558	0.4	0.741
>Sequence19559	0.3	0.26
>Sequence19560	0.5	0.685
>Sequence19561	0.5	0.393
>Sequence19562	0.55	0.393
>Sequence19563	0.4	0.689
>Sequence19564	0.5	0.718
>Sequence19565	0.45	0.777
>Sequence19566	0.45	0.729
>Sequence19567	0.45	0.137
>Sequence19568	0.4	0.801
>Sequence19569	0.55	0.266
>Sequence19570	0.3	0.827
>Sequence19571	0.45	0.291
>Sequence19572	0.1	0.437
>Sequence19573	0.35	0.088
>Sequence19574	0.45	0.77
>Sequence19575	0.4	0.745
>Sequence19576	0.4	0.163
>Sequence19577	0.45	0.752
>Sequence19578	0.2	0.368
>Sequence19579	0.5	0.798
>Sequence19580	0.35	0.347
>Sequence19581	0.4	0.708
>Sequence19582	0.4	0.654
>Sequence19583	0.3	0.253
>Sequence19584	0.45	0.859
>Sequence19585	0.45	0.685
>Sequence19586	0.4	0.291
>Sequence19587	0.55	0.298
>Sequence19588	0.5	0.292
>Sequence19589	0.5	0.387
>Sequence19590	0.45	0.76
>Sequence19591	0.45	0.793
>Sequence19592	0.5	0.629
>Sequence19593	0.5	0.236
>Sequence19594	0.4	0.804
>Sequence19595	0.5	0.287
>Sequence19596	0.5	0.756
>Sequence19597	0.55	0.776
>Sequence19598	0.45	0.782
>Sequence19599	0.3	0.164
>Sequence19600	0.5	0.759
