Header	RF	SVM
>Sequence17201	0.55	0.188
>Sequence17202	0.4	0.684
>Sequence17203	0.45	0.765
>Sequence17204	0.55	0.125
>Sequence17205	0.45	0.23
>Sequence17206	0.4	0.524
>Sequence17207	0.35	0.237
>Sequence17208	0.35	0.27
>Sequence17209	0.5	0.698
>Sequence17210	0.45	0.74
>Sequence17211	0.65	0.281
>Sequence17212	0.35	0.439
>Sequence17213	0.55	0.781
>Sequence17214	0.45	0.357
>Sequence17215	0.5	0.699
>Sequence17216	0.35	0.284
>Sequence17217	0.45	0.191
>Sequence17218	0.35	0.474
>Sequence17219	0.5	0.635
>Sequence17220	0.4	0.794
>Sequence17221	0.4	0.705
>Sequence17222	0.45	0.532
>Sequence17223	0.3	0.271
>Sequence17224	0.45	0.78
>Sequence17225	0.35	0.482
>Sequence17226	0.4	0.264
>Sequence17227	0.35	0.175
>Sequence17228	0.25	0.269
>Sequence17229	0.5	0.728
>Sequence17230	0.45	0.215
>Sequence17231	0.45	0.487
>Sequence17232	0.4	0.715
>Sequence17233	0.35	0.699
>Sequence17234	0.5	0.122
>Sequence17235	0.25	0.23
>Sequence17236	0.3	0.659
>Sequence17237	0.55	0.807
>Sequence17238	0.5	0.7
>Sequence17239	0.45	0.714
>Sequence17240	0.5	0.806
>Sequence17241	0.55	0.757
>Sequence17242	0.5	0.773
>Sequence17243	0.65	0.383
>Sequence17244	0.45	0.219
>Sequence17245	0.3	0.789
>Sequence17246	0.55	0.27
>Sequence17247	0.45	0.354
>Sequence17248	0.5	0.707
>Sequence17249	0.45	0.249
>Sequence17250	0.45	0.276
>Sequence17251	0.35	0.125
>Sequence17252	0.4	0.726
>Sequence17253	0.35	0.262
>Sequence17254	0.35	0.134
>Sequence17255	0.45	0.656
>Sequence17256	0.45	0.732
>Sequence17257	0.5	0.774
>Sequence17258	0.6	0.441
>Sequence17259	0.55	0.545
>Sequence17260	0.5	0.16
>Sequence17261	0.5	0.785
>Sequence17262	0.45	0.625
>Sequence17263	0.35	0.244
>Sequence17264	0.45	0.449
>Sequence17265	0.5	0.289
>Sequence17266	0.25	0.306
>Sequence17267	0.5	0.14
>Sequence17268	0.35	0.766
>Sequence17269	0.45	0.851
>Sequence17270	0.25	0.32
>Sequence17271	0.4	0.205
>Sequence17272	0.35	0.151
>Sequence17273	0.4	0.255
>Sequence17274	0.55	0.644
>Sequence17275	0.45	0.718
>Sequence17276	0.5	0.775
>Sequence17277	0.5	0.206
>Sequence17278	0.35	0.469
>Sequence17279	0.5	0.203
>Sequence17280	0.45	0.598
>Sequence17281	0.35	0.511
>Sequence17282	0.5	0.112
>Sequence17283	0.45	0.197
>Sequence17284	0.5	0.651
>Sequence17285	0.55	0.757
>Sequence17286	0.5	0.687
>Sequence17287	0.5	0.787
>Sequence17288	0.4	0.492
>Sequence17289	0.55	0.754
>Sequence17290	0.5	0.44
>Sequence17291	0.35	0.645
>Sequence17292	0.5	0.327
>Sequence17293	0.5	0.813
>Sequence17294	0.35	0.524
>Sequence17295	0.45	0.236
>Sequence17296	0.4	0.122
>Sequence17297	0.45	0.636
>Sequence17298	0.5	0.829
>Sequence17299	0.6	0.28
>Sequence17300	0.35	0.193
