Header	RF	SVM
>Sequence9701	0.4	0.691
>Sequence9702	0.45	0.227
>Sequence9703	0.45	0.716
>Sequence9704	0.35	0.338
>Sequence9705	0.4	0.406
>Sequence9706	0.5	0.647
>Sequence9707	0.35	0.814
>Sequence9708	0.3	0.362
>Sequence9709	0.45	0.73
>Sequence9710	0.4	0.158
>Sequence9711	0.45	0.206
>Sequence9712	0.45	0.748
>Sequence9713	0.45	0.099
>Sequence9714	0.4	0.669
>Sequence9715	0.4	0.488
>Sequence9716	0.45	0.048
>Sequence9717	0.3	0.24
>Sequence9718	0.35	0.664
>Sequence9719	0.5	0.596
>Sequence9720	0.5	0.368
>Sequence9721	0.45	0.666
>Sequence9722	0.5	0.688
>Sequence9723	0.45	0.3
>Sequence9724	0.4	0.1
>Sequence9725	0.5	0.351
>Sequence9726	0.35	0.143
>Sequence9727	0.5	0.425
>Sequence9728	0.5	0.541
>Sequence9729	0.5	0.325
>Sequence9730	0.45	0.241
>Sequence9731	0.4	0.248
>Sequence9732	0.4	0.681
>Sequence9733	0.4	0.423
>Sequence9734	0.3	0.154
>Sequence9735	0.3	0.3
>Sequence9736	0.45	0.221
>Sequence9737	0.5	0.265
>Sequence9738	0.55	0.478
>Sequence9739	0.4	0.083
>Sequence9740	0.3	0.508
>Sequence9741	0.5	0.251
>Sequence9742	0.25	0.227
>Sequence9743	0.45	0.736
>Sequence9744	0.45	0.736
>Sequence9745	0.5	0.783
>Sequence9746	0.35	0.787
>Sequence9747	0.25	0.429
>Sequence9748	0.4	0.66
>Sequence9749	0.45	0.656
>Sequence9750	0.55	0.491
>Sequence9751	0.45	0.494
>Sequence9752	0.45	0.783
>Sequence9753	0.4	0.638
>Sequence9754	0.45	0.732
>Sequence9755	0.45	0.398
>Sequence9756	0.45	0.649
>Sequence9757	0.45	0.733
>Sequence9758	0.4	0.226
>Sequence9759	0.45	0.447
>Sequence9760	0.35	0.543
>Sequence9761	0.55	0.498
>Sequence9762	0.6	0.804
>Sequence9763	0.5	0.668
>Sequence9764	0.55	0.29
>Sequence9765	0.45	0.215
>Sequence9766	0.45	0.697
>Sequence9767	0.5	0.594
>Sequence9768	0.4	0.768
>Sequence9769	0.4	0.491
>Sequence9770	0.45	0.794
>Sequence9771	0.45	0.75
>Sequence9772	0.35	0.275
>Sequence9773	0.45	0.289
>Sequence9774	0.35	0.46
>Sequence9775	0.35	0.148
>Sequence9776	0.35	0.237
>Sequence9777	0.5	0.227
>Sequence9778	0.35	0.071
>Sequence9779	0.45	0.536
>Sequence9780	0.55	0.519
>Sequence9781	0.45	0.564
>Sequence9782	0.45	0.264
>Sequence9783	0.5	0.749
>Sequence9784	0.45	0.856
>Sequence9785	0.5	0.203
>Sequence9786	0.4	0.298
>Sequence9787	0.45	0.73
>Sequence9788	0.3	0.151
>Sequence9789	0.25	0.414
>Sequence9790	0.4	0.361
>Sequence9791	0.5	0.85
>Sequence9792	0.45	0.278
>Sequence9793	0.35	0.384
>Sequence9794	0.55	0.862
>Sequence9795	0.45	0.293
>Sequence9796	0.5	0.683
>Sequence9797	0.45	0.295
>Sequence9798	0.5	0.275
>Sequence9799	0.5	0.192
>Sequence9800	0.4	0.242
