Header	RF	SVM
>Sequence16801	0.5	0.365
>Sequence16802	0.45	0.609
>Sequence16803	0.4	0.245
>Sequence16804	0.4	0.365
>Sequence16805	0.35	0.408
>Sequence16806	0.3	0.094
>Sequence16807	0.45	0.724
>Sequence16808	0.45	0.327
>Sequence16809	0.55	0.621
>Sequence16810	0.4	0.815
>Sequence16811	0.5	0.228
>Sequence16812	0.4	0.395
>Sequence16813	0.35	0.165
>Sequence16814	0.55	0.356
>Sequence16815	0.4	0.673
>Sequence16816	0.4	0.706
>Sequence16817	0.35	0.323
>Sequence16818	0.45	0.615
>Sequence16819	0.5	0.329
>Sequence16820	0.35	0.605
>Sequence16821	0.5	0.698
>Sequence16822	0.45	0.416
>Sequence16823	0.55	0.821
>Sequence16824	0.4	0.298
>Sequence16825	0.5	0.34
>Sequence16826	0.45	0.652
>Sequence16827	0.55	0.621
>Sequence16828	0.45	0.268
>Sequence16829	0.4	0.705
>Sequence16830	0.4	0.274
>Sequence16831	0.45	0.676
>Sequence16832	0.35	0.207
>Sequence16833	0.5	0.777
>Sequence16834	0.45	0.815
>Sequence16835	0.45	0.5
>Sequence16836	0.4	0.446
>Sequence16837	0.55	0.684
>Sequence16838	0.45	0.366
>Sequence16839	0.55	0.399
>Sequence16840	0.2	0.137
>Sequence16841	0.45	0.661
>Sequence16842	0.3	0.181
>Sequence16843	0.4	0.722
>Sequence16844	0.5	0.338
>Sequence16845	0.5	0.673
>Sequence16846	0.4	0.292
>Sequence16847	0.45	0.795
>Sequence16848	0.45	0.711
>Sequence16849	0.45	0.711
>Sequence16850	0.5	0.347
>Sequence16851	0.45	0.374
>Sequence16852	0.4	0.417
>Sequence16853	0.4	0.573
>Sequence16854	0.45	0.605
>Sequence16855	0.45	0.789
>Sequence16856	0.5	0.256
>Sequence16857	0.6	0.803
>Sequence16858	0.6	0.349
>Sequence16859	0.3	0.403
>Sequence16860	0.4	0.114
>Sequence16861	0.5	0.739
>Sequence16862	0.2	0.092
>Sequence16863	0.45	0.651
>Sequence16864	0.5	0.696
>Sequence16865	0.45	0.124
>Sequence16866	0.5	0.627
>Sequence16867	0.4	0.314
>Sequence16868	0.55	0.505
>Sequence16869	0.45	0.75
>Sequence16870	0.4	0.707
>Sequence16871	0.35	0.776
>Sequence16872	0.4	0.66
>Sequence16873	0.45	0.413
>Sequence16874	0.5	0.394
>Sequence16875	0.5	0.269
>Sequence16876	0.55	0.348
>Sequence16877	0.4	0.519
>Sequence16878	0.4	0.713
>Sequence16879	0.35	0.782
>Sequence16880	0.5	0.744
>Sequence16881	0.4	0.77
>Sequence16882	0.5	0.8
>Sequence16883	0.45	0.54
>Sequence16884	0.5	0.634
>Sequence16885	0.4	0.669
>Sequence16886	0.55	0.726
>Sequence16887	0.55	0.795
>Sequence16888	0.55	0.26
>Sequence16889	0.3	0.37
>Sequence16890	0.35	0.804
>Sequence16891	0.3	0.257
>Sequence16892	0.45	0.775
>Sequence16893	0.45	0.316
>Sequence16894	0.3	0.431
>Sequence16895	0.55	0.652
>Sequence16896	0.5	0.365
>Sequence16897	0.5	0.393
>Sequence16898	0.55	0.768
>Sequence16899	0.5	0.566
>Sequence16900	0.35	0.334
