Header	RF	SVM
>Sequence6301	0.45	0.219
>Sequence6302	0.6	0.465
>Sequence6303	0.45	0.224
>Sequence6304	0.65	0.445
>Sequence6305	0.55	0.115
>Sequence6306	0.5	0.31
>Sequence6307	0.4	0.506
>Sequence6308	0.55	0.774
>Sequence6309	0.45	0.199
>Sequence6310	0.55	0.818
>Sequence6311	0.4	0.313
>Sequence6312	0.4	0.213
>Sequence6313	0.4	0.18
>Sequence6314	0.45	0.797
>Sequence6315	0.45	0.71
>Sequence6316	0.45	0.694
>Sequence6317	0.35	0.106
>Sequence6318	0.45	0.259
>Sequence6319	0.5	0.384
>Sequence6320	0.35	0.342
>Sequence6321	0.45	0.355
>Sequence6322	0.35	0.109
>Sequence6323	0.4	0.526
>Sequence6324	0.45	0.686
>Sequence6325	0.4	0.78
>Sequence6326	0.6	0.578
>Sequence6327	0.45	0.685
>Sequence6328	0.3	0.189
>Sequence6329	0.35	0.336
>Sequence6330	0.5	0.799
>Sequence6331	0.5	0.388
>Sequence6332	0.55	0.768
>Sequence6333	0.55	0.167
>Sequence6334	0.45	0.326
>Sequence6335	0.45	0.81
>Sequence6336	0.35	0.159
>Sequence6337	0.45	0.735
>Sequence6338	0.4	0.51
>Sequence6339	0.55	0.729
>Sequence6340	0.55	0.637
>Sequence6341	0.45	0.16
>Sequence6342	0.4	0.417
>Sequence6343	0.4	0.677
>Sequence6344	0.55	0.777
>Sequence6345	0.45	0.562
>Sequence6346	0.4	0.3
>Sequence6347	0.3	0.498
>Sequence6348	0.55	0.225
>Sequence6349	0.55	0.277
>Sequence6350	0.5	0.176
>Sequence6351	0.4	0.578
>Sequence6352	0.3	0.51
>Sequence6353	0.45	0.695
>Sequence6354	0.35	0.582
>Sequence6355	0.6	0.507
>Sequence6356	0.6	0.327
>Sequence6357	0.45	0.514
>Sequence6358	0.4	0.718
>Sequence6359	0.55	0.483
>Sequence6360	0.35	0.469
>Sequence6361	0.45	0.246
>Sequence6362	0.55	0.249
>Sequence6363	0.55	0.798
>Sequence6364	0.45	0.152
>Sequence6365	0.4	0.43
>Sequence6366	0.5	0.818
>Sequence6367	0.45	0.766
>Sequence6368	0.5	0.789
>Sequence6369	0.45	0.658
>Sequence6370	0.5	0.355
>Sequence6371	0.5	0.424
>Sequence6372	0.5	0.816
>Sequence6373	0.4	0.739
>Sequence6374	0.5	0.372
>Sequence6375	0.55	0.197
>Sequence6376	0.4	0.47
>Sequence6377	0.5	0.663
>Sequence6378	0.45	0.126
>Sequence6379	0.35	0.161
>Sequence6380	0.35	0.248
>Sequence6381	0.35	0.275
>Sequence6382	0.3	0.21
>Sequence6383	0.5	0.339
>Sequence6384	0.45	0.342
>Sequence6385	0.45	0.506
>Sequence6386	0.5	0.237
>Sequence6387	0.35	0.459
>Sequence6388	0.35	0.153
>Sequence6389	0.35	0.695
>Sequence6390	0.5	0.184
>Sequence6391	0.4	0.157
>Sequence6392	0.35	0.099
>Sequence6393	0.4	0.715
>Sequence6394	0.45	0.802
>Sequence6395	0.45	0.766
>Sequence6396	0.55	0.772
>Sequence6397	0.5	0.254
>Sequence6398	0.25	0.402
>Sequence6399	0.4	0.342
>Sequence6400	0.3	0.272
