Header	RF	SVM
>Sequence7801	0.4	0.673
>Sequence7802	0.5	0.241
>Sequence7803	0.35	0.469
>Sequence7804	0.45	0.317
>Sequence7805	0.4	0.773
>Sequence7806	0.35	0.174
>Sequence7807	0.4	0.685
>Sequence7808	0.35	0.74
>Sequence7809	0.25	0.26
>Sequence7810	0.45	0.808
>Sequence7811	0.5	0.671
>Sequence7812	0.4	0.288
>Sequence7813	0.4	0.32
>Sequence7814	0.35	0.334
>Sequence7815	0.4	0.515
>Sequence7816	0.3	0.517
>Sequence7817	0.35	0.728
>Sequence7818	0.45	0.63
>Sequence7819	0.4	0.815
>Sequence7820	0.6	0.693
>Sequence7821	0.5	0.262
>Sequence7822	0.35	0.689
>Sequence7823	0.3	0.298
>Sequence7824	0.4	0.166
>Sequence7825	0.6	0.678
>Sequence7826	0.5	0.663
>Sequence7827	0.5	0.058
>Sequence7828	0.45	0.254
>Sequence7829	0.4	0.579
>Sequence7830	0.55	0.251
>Sequence7831	0.35	0.182
>Sequence7832	0.55	0.305
>Sequence7833	0.45	0.457
>Sequence7834	0.5	0.684
>Sequence7835	0.45	0.346
>Sequence7836	0.5	0.754
>Sequence7837	0.45	0.381
>Sequence7838	0.4	0.665
>Sequence7839	0.4	0.55
>Sequence7840	0.35	0.066
>Sequence7841	0.45	0.783
>Sequence7842	0.45	0.093
>Sequence7843	0.45	0.287
>Sequence7844	0.4	0.665
>Sequence7845	0.4	0.518
>Sequence7846	0.4	0.767
>Sequence7847	0.55	0.201
>Sequence7848	0.5	0.562
>Sequence7849	0.55	0.203
>Sequence7850	0.3	0.451
>Sequence7851	0.45	0.371
>Sequence7852	0.5	0.468
>Sequence7853	0.4	0.576
>Sequence7854	0.45	0.243
>Sequence7855	0.4	0.346
>Sequence7856	0.55	0.22
>Sequence7857	0.45	0.426
>Sequence7858	0.45	0.712
>Sequence7859	0.5	0.426
>Sequence7860	0.45	0.313
>Sequence7861	0.5	0.857
>Sequence7862	0.45	0.653
>Sequence7863	0.4	0.736
>Sequence7864	0.35	0.623
>Sequence7865	0.55	0.82
>Sequence7866	0.45	0.551
>Sequence7867	0.35	0.822
>Sequence7868	0.45	0.109
>Sequence7869	0.45	0.644
>Sequence7870	0.4	0.464
>Sequence7871	0.45	0.289
>Sequence7872	0.25	0.348
>Sequence7873	0.55	0.244
>Sequence7874	0.4	0.251
>Sequence7875	0.5	0.317
>Sequence7876	0.45	0.664
>Sequence7877	0.4	0.579
>Sequence7878	0.5	0.349
>Sequence7879	0.4	0.247
>Sequence7880	0.65	0.36
>Sequence7881	0.45	0.16
>Sequence7882	0.55	0.337
>Sequence7883	0.5	0.611
>Sequence7884	0.6	0.374
>Sequence7885	0.4	0.242
>Sequence7886	0.45	0.82
>Sequence7887	0.45	0.295
>Sequence7888	0.45	0.771
>Sequence7889	0.45	0.398
>Sequence7890	0.5	0.494
>Sequence7891	0.5	0.751
>Sequence7892	0.45	0.808
>Sequence7893	0.35	0.282
>Sequence7894	0.45	0.624
>Sequence7895	0.35	0.109
>Sequence7896	0.45	0.505
>Sequence7897	0.4	0.397
>Sequence7898	0.6	0.324
>Sequence7899	0.6	0.32
>Sequence7900	0.4	0.662
