Header	RF	SVM
>Sequence3001	0.35	0.496
>Sequence3002	0.55	0.676
>Sequence3003	0.35	0.19
>Sequence3004	0.45	0.773
>Sequence3005	0.4	0.317
>Sequence3006	0.45	0.202
>Sequence3007	0.4	0.126
>Sequence3008	0.25	0.358
>Sequence3009	0.5	0.498
>Sequence3010	0.6	0.211
>Sequence3011	0.4	0.307
>Sequence3012	0.4	0.59
>Sequence3013	0.45	0.183
>Sequence3014	0.45	0.681
>Sequence3015	0.45	0.361
>Sequence3016	0.4	0.161
>Sequence3017	0.5	0.692
>Sequence3018	0.45	0.734
>Sequence3019	0.4	0.734
>Sequence3020	0.5	0.21
>Sequence3021	0.4	0.783
>Sequence3022	0.45	0.425
>Sequence3023	0.35	0.221
>Sequence3024	0.45	0.341
>Sequence3025	0.6	0.338
>Sequence3026	0.25	0.331
>Sequence3027	0.5	0.392
>Sequence3028	0.55	0.427
>Sequence3029	0.4	0.288
>Sequence3030	0.3	0.253
>Sequence3031	0.55	0.427
>Sequence3032	0.55	0.4
>Sequence3033	0.5	0.196
>Sequence3034	0.45	0.291
>Sequence3035	0.45	0.475
>Sequence3036	0.45	0.723
>Sequence3037	0.5	0.72
>Sequence3038	0.4	0.171
>Sequence3039	0.45	0.625
>Sequence3040	0.4	0.719
>Sequence3041	0.3	0.33
>Sequence3042	0.4	0.094
>Sequence3043	0.35	0.7
>Sequence3044	0.45	0.433
>Sequence3045	0.4	0.212
>Sequence3046	0.45	0.765
>Sequence3047	0.4	0.322
>Sequence3048	0.5	0.222
>Sequence3049	0.35	0.3
>Sequence3050	0.4	0.301
>Sequence3051	0.5	0.762
>Sequence3052	0.45	0.165
>Sequence3053	0.3	0.184
>Sequence3054	0.5	0.329
>Sequence3055	0.5	0.785
>Sequence3056	0.35	0.175
>Sequence3057	0.4	0.824
>Sequence3058	0.4	0.611
>Sequence3059	0.4	0.623
>Sequence3060	0.5	0.195
>Sequence3061	0.4	0.158
>Sequence3062	0.55	0.264
>Sequence3063	0.3	0.46
>Sequence3064	0.45	0.289
>Sequence3065	0.5	0.168
>Sequence3066	0.45	0.598
>Sequence3067	0.35	0.345
>Sequence3068	0.45	0.397
>Sequence3069	0.5	0.505
>Sequence3070	0.3	0.217
>Sequence3071	0.4	0.632
>Sequence3072	0.35	0.093
>Sequence3073	0.4	0.181
>Sequence3074	0.35	0.346
>Sequence3075	0.5	0.612
>Sequence3076	0.45	0.749
>Sequence3077	0.55	0.752
>Sequence3078	0.45	0.192
>Sequence3079	0.55	0.756
>Sequence3080	0.4	0.746
>Sequence3081	0.3	0.538
>Sequence3082	0.45	0.769
>Sequence3083	0.45	0.174
>Sequence3084	0.4	0.602
>Sequence3085	0.6	0.444
>Sequence3086	0.3	0.256
>Sequence3087	0.5	0.22
>Sequence3088	0.55	0.182
>Sequence3089	0.45	0.331
>Sequence3090	0.35	0.222
>Sequence3091	0.5	0.302
>Sequence3092	0.4	0.065
>Sequence3093	0.5	0.712
>Sequence3094	0.35	0.473
>Sequence3095	0.45	0.647
>Sequence3096	0.4	0.242
>Sequence3097	0.25	0.172
>Sequence3098	0.4	0.402
>Sequence3099	0.45	0.741
>Sequence3100	0.5	0.282
