Header	RF	SVM
>Sequence201	0.6	0.232
>Sequence202	0.4	0.524
>Sequence203	0.35	0.266
>Sequence204	0.45	0.203
>Sequence205	0.45	0.457
>Sequence206	0.5	0.398
>Sequence207	0.45	0.252
>Sequence208	0.35	0.289
>Sequence209	0.45	0.091
>Sequence210	0.45	0.395
>Sequence211	0.5	0.309
>Sequence212	0.35	0.212
>Sequence213	0.55	0.263
>Sequence214	0.6	0.382
>Sequence215	0.4	0.71
>Sequence216	0.35	0.091
>Sequence217	0.45	0.177
>Sequence218	0.4	0.773
>Sequence219	0.55	0.155
>Sequence220	0.5	0.303
>Sequence221	0.4	0.665
>Sequence222	0.4	0.194
>Sequence223	0.45	0.293
>Sequence224	0.45	0.742
>Sequence225	0.45	0.152
>Sequence226	0.35	0.371
>Sequence227	0.45	0.392
>Sequence228	0.4	0.339
>Sequence229	0.45	0.513
>Sequence230	0.45	0.703
>Sequence231	0.45	0.708
>Sequence232	0.4	0.242
>Sequence233	0.45	0.656
>Sequence234	0.45	0.461
>Sequence235	0.4	0.27
>Sequence236	0.35	0.321
>Sequence237	0.45	0.715
>Sequence238	0.45	0.405
>Sequence239	0.55	0.333
>Sequence240	0.5	0.203
>Sequence241	0.4	0.184
>Sequence242	0.35	0.215
>Sequence243	0.4	0.295
>Sequence244	0.4	0.611
>Sequence245	0.35	0.179
>Sequence246	0.45	0.323
>Sequence247	0.45	0.291
>Sequence248	0.5	0.318
>Sequence249	0.45	0.402
>Sequence250	0.6	0.365
>Sequence251	0.4	0.54
>Sequence252	0.35	0.224
>Sequence253	0.5	0.761
>Sequence254	0.55	0.214
>Sequence255	0.45	0.132
>Sequence256	0.6	0.327
>Sequence257	0.5	0.257
>Sequence258	0.4	0.44
>Sequence259	0.4	0.342
>Sequence260	0.4	0.328
>Sequence261	0.4	0.315
>Sequence262	0.4	0.752
>Sequence263	0.4	0.201
>Sequence264	0.4	0.685
>Sequence265	0.45	0.33
>Sequence266	0.5	0.182
>Sequence267	0.35	0.301
>Sequence268	0.4	0.632
>Sequence269	0.55	0.174
>Sequence270	0.4	0.471
>Sequence271	0.35	0.276
>Sequence272	0.45	0.253
>Sequence273	0.45	0.12
>Sequence274	0.5	0.685
>Sequence275	0.5	0.258
>Sequence276	0.35	0.537
>Sequence277	0.55	0.776
>Sequence278	0.35	0.26
>Sequence279	0.45	0.237
>Sequence280	0.35	0.135
>Sequence281	0.5	0.137
>Sequence282	0.25	0.105
>Sequence283	0.5	0.194
>Sequence284	0.45	0.627
>Sequence285	0.4	0.14
>Sequence286	0.45	0.398
>Sequence287	0.45	0.269
>Sequence288	0.55	0.458
>Sequence289	0.45	0.247
>Sequence290	0.55	0.209
>Sequence291	0.5	0.191
>Sequence292	0.25	0.203
>Sequence293	0.45	0.489
>Sequence294	0.5	0.239
>Sequence295	0.5	0.567
>Sequence296	0.4	0.572
>Sequence297	0.35	0.413
>Sequence298	0.35	0.618
>Sequence299	0.5	0.211
>Sequence300	0.55	0.711
